user_id,age,race_ethnicity,income_bracket,education_level,geography,insurance_type,owns_wearable,uses_wearable_for_health,shares_data_with_provider
U00453,76,hispanic_latino,upper_middle,bachelors,suburban,private,True,False,False
U00454,46,white,upper_middle,bachelors,urban,medicare,True,True,True
U00455,47,white,low,bachelors,urban,medicaid,False,False,False
U00456,61,black,middle,some_college,suburban,private,True,False,False
U00457,32,asian,middle,bachelors,urban,private,True,False,False
U00458,49,hispanic_latino,middle,graduate,suburban,medicare,False,False,False
U00459,44,white,low,some_college,suburban,uninsured,False,False,False
U00460,49,white,middle,less_than_hs,urban,medicaid,True,True,True
U00461,32,asian,middle,graduate,suburban,medicare,False,False,False
U00462,21,asian,lower_middle,less_than_hs,urban,private,False,False,False
U00463,18,white,upper_middle,bachelors,rural,private,False,False,False
U00464,28,black,lower_middle,some_college,rural,uninsured,False,False,False
U00465,38,white,middle,bachelors,urban,private,True,False,False
U00466,40,white,middle,high_school,suburban,medicaid,True,True,False
U00467,74,white,upper_middle,some_college,suburban,private,True,True,False
U00468,61,white,low,some_college,rural,medicaid,False,False,False
U00469,30,white,low,less_than_hs,suburban,uninsured,False,False,False
U00470,50,hispanic_latino,lower_middle,some_college,suburban,private,False,False,False
U00471,38,white,middle,bachelors,rural,private,False,False,False
U00472,40,white,lower_middle,some_college,urban,medicaid,True,True,False
U00473,47,white,upper_middle,some_college,suburban,private,True,False,False
U00474,54,white,lower_middle,high_school,urban,military_va,True,False,False
U00475,39,white,low,bachelors,suburban,uninsured,False,False,False
U00476,60,white,middle,some_college,suburban,medicaid,False,False,False
U00477,27,white,upper_middle,high_school,rural,private,False,False,False
U00478,45,black,high,bachelors,suburban,private,True,True,False
U00479,83,asian,upper_middle,bachelors,urban,uninsured,False,False,False
U00480,48,white,middle,graduate,rural,private,True,True,True
U00481,66,asian,upper_middle,some_college,suburban,military_va,False,False,False
U00482,46,asian,upper_middle,high_school,suburban,private,True,False,False
U00483,53,hispanic_latino,lower_middle,some_college,suburban,private,False,False,False
U00484,44,black,middle,high_school,urban,private,True,True,False
U00485,42,black,upper_middle,some_college,suburban,private,True,True,False
U00486,33,black,lower_middle,graduate,urban,private,False,False,False
U00487,51,black,upper_middle,bachelors,urban,private,True,True,True
U00488,32,white,middle,high_school,rural,medicaid,False,False,False
U00489,54,asian,middle,some_college,suburban,private,True,False,False
U00490,61,black,low,less_than_hs,urban,medicaid,False,False,False
U00491,50,hispanic_latino,upper_middle,some_college,urban,private,True,True,False
U00492,40,white,high,bachelors,rural,private,True,False,False
U00493,51,white,low,high_school,urban,medicaid,False,False,False
U00494,40,white,middle,bachelors,urban,military_va,False,False,False
U00495,59,white,low,bachelors,urban,uninsured,False,False,False
U00496,18,white,low,less_than_hs,urban,medicaid,False,False,False
U00497,39,white,high,graduate,suburban,private,True,False,False
U00498,18,white,middle,some_college,rural,medicaid,False,False,False
U00499,22,white,lower_middle,high_school,suburban,private,False,False,False
U00500,65,white,lower_middle,bachelors,suburban,uninsured,False,False,False
U00501,58,multiracial,high,high_school,suburban,private,False,False,False
U00502,34,white,lower_middle,some_college,suburban,medicare,True,True,False
U00503,22,white,upper_middle,bachelors,suburban,private,True,False,False
U00504,18,white,lower_middle,high_school,suburban,medicaid,True,True,False
U00505,36,white,low,bachelors,suburban,uninsured,False,False,False
U00506,81,white,upper_middle,some_college,suburban,private,True,True,True
U00507,51,black,low,some_college,suburban,uninsured,False,False,False
U00508,36,asian,upper_middle,high_school,suburban,private,True,True,False
U00509,51,white,lower_middle,high_school,suburban,uninsured,False,False,False
U00510,21,black,upper_middle,bachelors,urban,uninsured,True,False,False
U00511,40,white,upper_middle,graduate,suburban,private,True,False,False
U00512,46,white,upper_middle,some_college,suburban,private,True,False,False
U00513,43,white,low,bachelors,urban,uninsured,False,False,False
U00514,56,white,upper_middle,some_college,rural,medicaid,True,False,False
U00515,50,black,high,bachelors,urban,private,True,True,True
U00516,55,black,lower_middle,high_school,urban,medicaid,False,False,False
U00517,34,hispanic_latino,lower_middle,less_than_hs,rural,uninsured,False,False,False
U00518,58,white,upper_middle,graduate,urban,private,False,False,False
U00519,69,black,low,high_school,suburban,medicaid,False,False,False
U00520,30,white,upper_middle,bachelors,suburban,private,True,False,False
U00521,31,white,upper_middle,bachelors,rural,private,True,True,True
U00522,65,white,low,high_school,suburban,uninsured,False,False,False
U00523,42,black,middle,bachelors,suburban,private,False,False,False
U00524,66,other,middle,graduate,suburban,military_va,False,False,False
U00525,38,white,lower_middle,some_college,suburban,medicaid,False,False,False
U00526,66,white,high,bachelors,rural,private,False,False,False
U00527,46,hispanic_latino,lower_middle,some_college,suburban,medicare,False,False,False
U00528,48,hispanic_latino,middle,bachelors,suburban,private,True,True,True
U00529,68,white,upper_middle,bachelors,rural,medicare,False,False,False
U00530,39,black,lower_middle,some_college,suburban,medicaid,False,False,False
U00531,30,black,upper_middle,bachelors,urban,medicare,True,False,False
U00532,38,hispanic_latino,low,some_college,urban,medicaid,False,False,False
U00533,51,white,middle,graduate,suburban,private,True,True,False
U00534,21,asian,low,bachelors,urban,private,False,False,False
U00535,54,white,upper_middle,graduate,suburban,medicare,True,True,True
U00536,36,hispanic_latino,upper_middle,bachelors,suburban,private,True,True,False
U00537,62,white,upper_middle,graduate,suburban,private,False,False,False
U00538,18,white,high,some_college,urban,private,True,True,True
U00539,33,white,upper_middle,bachelors,rural,private,False,False,False
U00540,19,white,upper_middle,some_college,suburban,private,True,False,False
U00541,32,white,middle,less_than_hs,urban,medicare,True,False,False
U00542,48,white,high,graduate,suburban,military_va,True,False,False
U00543,42,white,upper_middle,graduate,suburban,private,True,True,True
U00544,41,white,high,bachelors,suburban,private,True,False,False
U00545,42,hispanic_latino,lower_middle,high_school,suburban,private,False,False,False
U00546,48,hispanic_latino,middle,bachelors,urban,medicaid,False,False,False
U00547,29,black,upper_middle,bachelors,rural,private,False,False,False
U00548,55,white,lower_middle,bachelors,suburban,medicare,False,False,False
U00549,54,white,lower_middle,graduate,urban,uninsured,False,False,False
U00550,50,asian,high,bachelors,suburban,private,True,False,False
U00551,53,white,middle,high_school,suburban,private,False,False,False
U00552,49,white,lower_middle,high_school,suburban,medicaid,False,False,False
U00553,75,asian,lower_middle,less_than_hs,suburban,private,False,False,False
U00554,43,asian,middle,some_college,suburban,uninsured,True,False,False
U00555,40,white,upper_middle,less_than_hs,suburban,medicare,False,False,False
U00556,33,black,high,some_college,urban,private,False,False,False
U00557,29,white,high,bachelors,urban,medicare,False,False,False
U00558,26,hispanic_latino,middle,high_school,rural,medicaid,True,False,False
U00559,31,white,upper_middle,bachelors,suburban,private,True,False,False
U00560,43,white,middle,high_school,suburban,private,False,False,False
U00561,50,black,high,graduate,urban,private,True,False,False
U00562,45,white,lower_middle,high_school,suburban,military_va,False,False,False
U00563,33,black,low,less_than_hs,urban,uninsured,False,False,False
U00564,58,white,high,high_school,urban,private,False,False,False
U00565,56,hispanic_latino,high,graduate,urban,private,True,False,False
U00566,42,hispanic_latino,lower_middle,high_school,suburban,private,True,True,False
U00567,35,white,upper_middle,bachelors,suburban,medicaid,True,True,True
U00568,53,hispanic_latino,middle,high_school,urban,private,False,False,False
U00569,47,white,middle,graduate,urban,medicare,True,True,False
U00570,23,white,lower_middle,high_school,suburban,medicare,False,False,False
U00571,43,white,low,high_school,suburban,medicaid,False,False,False
U00572,48,hispanic_latino,middle,bachelors,suburban,medicare,False,False,False
U00573,31,hispanic_latino,middle,high_school,urban,military_va,True,True,True
U00574,47,asian,middle,some_college,suburban,medicaid,False,False,False
U00575,23,hispanic_latino,lower_middle,bachelors,rural,medicaid,False,False,False
U00576,65,asian,high,bachelors,suburban,private,False,False,False
U00577,63,white,middle,less_than_hs,urban,uninsured,False,False,False
U00578,41,asian,high,bachelors,suburban,private,True,True,False
U00579,50,white,low,less_than_hs,suburban,medicaid,False,False,False
U00580,18,white,middle,graduate,urban,medicare,False,False,False
U00581,27,white,upper_middle,bachelors,urban,private,True,False,False
U00582,40,white,middle,bachelors,rural,private,True,True,False
U00583,28,white,lower_middle,high_school,suburban,uninsured,True,True,False
U00584,55,white,lower_middle,some_college,rural,medicaid,False,False,False
U00585,74,white,lower_middle,some_college,suburban,private,False,False,False
U00586,27,white,middle,high_school,suburban,private,False,False,False
U00587,32,hispanic_latino,lower_middle,bachelors,urban,military_va,False,False,False
U00588,48,black,lower_middle,some_college,suburban,medicaid,False,False,False
U00589,69,white,middle,bachelors,urban,medicare,True,True,True
U00590,26,white,low,high_school,suburban,private,False,False,False
U00591,48,white,middle,high_school,urban,military_va,True,True,False
U00592,72,white,upper_middle,bachelors,suburban,uninsured,False,False,False
U00593,20,hispanic_latino,low,some_college,suburban,medicaid,False,False,False
U00594,25,white,lower_middle,high_school,urban,private,False,False,False
U00595,38,hispanic_latino,lower_middle,less_than_hs,urban,medicaid,False,False,False
U00596,37,hispanic_latino,low,some_college,rural,uninsured,False,False,False
U00597,57,white,middle,high_school,urban,medicaid,True,True,True
U00598,48,hispanic_latino,low,high_school,suburban,military_va,False,False,False
U00599,18,white,lower_middle,some_college,suburban,medicaid,False,False,False
U00600,52,hispanic_latino,high,some_college,suburban,private,False,False,False
U00601,36,hispanic_latino,high,some_college,suburban,private,True,True,True
U00602,64,hispanic_latino,lower_middle,less_than_hs,urban,uninsured,False,False,False
U00603,35,black,lower_middle,bachelors,suburban,private,True,True,False
U00604,35,hispanic_latino,middle,some_college,suburban,private,True,True,True
U00605,53,other,upper_middle,bachelors,suburban,medicare,True,False,False
U00606,56,white,upper_middle,graduate,rural,private,False,False,False
U00607,51,hispanic_latino,low,some_college,rural,uninsured,True,True,False
U00608,19,hispanic_latino,low,high_school,urban,private,False,False,False
U00609,53,white,middle,some_college,suburban,private,True,True,False
U00610,29,asian,high,bachelors,urban,private,True,False,False
U00611,48,white,high,bachelors,urban,private,True,True,False
U00612,23,white,low,bachelors,suburban,uninsured,False,False,False
U00613,51,white,middle,bachelors,suburban,private,False,False,False
U00614,32,white,low,high_school,suburban,medicaid,True,False,False
U00615,25,hispanic_latino,upper_middle,some_college,urban,private,False,False,False
U00616,55,white,high,graduate,urban,private,True,True,False
U00617,48,white,middle,high_school,rural,military_va,False,False,False
U00618,35,white,low,some_college,rural,uninsured,False,False,False
U00619,66,white,middle,some_college,urban,private,True,True,False
U00620,38,hispanic_latino,middle,bachelors,suburban,medicare,True,True,False
U00621,45,hispanic_latino,upper_middle,graduate,suburban,private,True,True,True
U00622,49,white,middle,some_college,suburban,private,False,False,False
U00623,35,white,high,bachelors,suburban,private,True,False,False
U00624,52,white,lower_middle,bachelors,rural,private,False,False,False
U00625,36,black,lower_middle,high_school,urban,private,True,False,False
U00626,38,white,lower_middle,high_school,suburban,uninsured,False,False,False
U00627,65,white,low,high_school,rural,medicaid,True,False,False
U00628,29,white,lower_middle,some_college,urban,uninsured,False,False,False
U00629,18,black,middle,bachelors,urban,military_va,True,True,False
U00630,69,white,low,less_than_hs,suburban,medicaid,True,False,False
U00631,83,white,low,high_school,suburban,medicaid,True,False,False
U00632,38,hispanic_latino,low,bachelors,suburban,uninsured,False,False,False
U00633,18,hispanic_latino,low,less_than_hs,suburban,private,False,False,False
U00634,40,white,high,bachelors,suburban,private,True,True,True
U00635,40,hispanic_latino,high,graduate,urban,private,False,False,False
U00636,42,hispanic_latino,low,bachelors,suburban,uninsured,False,False,False
U00637,28,white,upper_middle,bachelors,suburban,medicare,True,False,False
U00638,53,black,upper_middle,graduate,rural,medicaid,True,False,False
U00639,52,white,high,bachelors,urban,private,True,True,True
U00640,22,hispanic_latino,lower_middle,high_school,urban,medicaid,False,False,False
U00641,55,white,lower_middle,graduate,suburban,uninsured,False,False,False
U00642,75,black,middle,graduate,urban,uninsured,True,False,False
U00643,47,white,high,bachelors,urban,private,True,True,True
U00644,39,white,upper_middle,bachelors,suburban,military_va,True,True,True
U00645,42,asian,middle,some_college,suburban,uninsured,True,True,False
U00646,54,white,lower_middle,less_than_hs,suburban,medicaid,False,False,False
U00647,19,hispanic_latino,upper_middle,graduate,urban,private,False,False,False
U00648,47,multiracial,high,graduate,urban,private,True,True,True
U00649,39,hispanic_latino,middle,some_college,suburban,medicaid,False,False,False
U00650,72,white,middle,some_college,suburban,private,False,False,False
U00651,42,hispanic_latino,middle,some_college,urban,private,False,False,False
U00652,70,white,middle,high_school,suburban,medicare,False,False,False
U00653,28,white,middle,bachelors,urban,uninsured,False,False,False
U00654,53,hispanic_latino,upper_middle,bachelors,urban,medicaid,True,False,False
U00655,49,black,high,bachelors,urban,private,True,True,False
U00656,31,white,middle,bachelors,suburban,private,False,False,False
U00657,47,white,middle,graduate,urban,private,False,False,False
U00658,63,hispanic_latino,lower_middle,high_school,suburban,medicaid,False,False,False
U00659,40,black,low,high_school,suburban,medicare,False,False,False
U00660,19,white,lower_middle,some_college,suburban,medicaid,False,False,False
U00661,44,hispanic_latino,low,less_than_hs,urban,military_va,False,False,False
U00662,31,white,middle,some_college,urban,medicare,True,True,False
U00663,39,white,lower_middle,some_college,urban,medicaid,True,False,False
U00664,43,black,middle,high_school,suburban,medicare,True,False,False
U00665,19,multiracial,upper_middle,some_college,suburban,medicare,False,False,False
U00666,20,white,lower_middle,bachelors,urban,medicare,True,False,False
U00667,52,white,upper_middle,some_college,suburban,private,False,False,False
U00668,37,white,high,graduate,suburban,private,True,False,False
U00669,18,hispanic_latino,middle,bachelors,urban,medicare,True,False,False
U00670,56,white,lower_middle,bachelors,urban,private,True,False,False
U00671,49,white,middle,bachelors,urban,private,True,True,False
U00672,34,other,middle,bachelors,urban,medicaid,False,False,False
U00673,25,white,middle,bachelors,suburban,private,True,False,False
U00674,57,white,low,high_school,urban,medicaid,False,False,False
U00675,50,white,middle,some_college,suburban,private,True,True,True
U00676,80,hispanic_latino,middle,some_college,suburban,private,True,True,True
U00677,51,white,lower_middle,high_school,suburban,private,True,True,False
U00678,50,white,upper_middle,some_college,suburban,private,False,False,False
U00679,42,white,low,high_school,suburban,military_va,True,True,True
U00680,57,hispanic_latino,lower_middle,high_school,rural,military_va,True,False,False
U00681,54,hispanic_latino,upper_middle,high_school,rural,private,False,False,False
U00682,63,white,lower_middle,high_school,suburban,medicaid,False,False,False
U00683,37,white,middle,bachelors,urban,medicaid,True,False,False
U00684,38,hispanic_latino,middle,bachelors,suburban,uninsured,False,False,False
U00685,37,white,lower_middle,bachelors,urban,medicaid,False,False,False
U00686,56,white,high,bachelors,suburban,private,True,True,True
U00687,67,white,lower_middle,bachelors,suburban,medicaid,True,True,False
U00688,38,white,lower_middle,bachelors,suburban,military_va,False,False,False
U00689,38,white,high,some_college,suburban,private,True,True,False
U00690,49,white,upper_middle,graduate,urban,private,False,False,False
U00691,41,white,upper_middle,less_than_hs,suburban,private,True,False,False
U00692,59,white,low,high_school,suburban,medicaid,False,False,False
U00693,18,black,low,some_college,suburban,uninsured,False,False,False
U00694,32,white,upper_middle,some_college,suburban,private,True,True,True
U00695,33,white,lower_middle,some_college,urban,military_va,False,False,False
U00696,18,hispanic_latino,lower_middle,high_school,suburban,uninsured,True,True,False
U00697,30,white,upper_middle,high_school,urban,private,True,False,False
U00698,31,hispanic_latino,lower_middle,less_than_hs,suburban,uninsured,False,False,False
U00699,41,white,low,less_than_hs,suburban,uninsured,False,False,False
U00700,61,hispanic_latino,low,less_than_hs,suburban,medicaid,True,False,False
U00701,41,white,middle,bachelors,suburban,private,False,False,False
U00702,29,white,middle,some_college,rural,uninsured,True,True,False
U00703,44,white,high,bachelors,suburban,private,True,True,False
U00704,60,white,low,some_college,suburban,medicare,False,False,False
U00705,30,white,lower_middle,less_than_hs,suburban,private,False,False,False
U00706,31,hispanic_latino,middle,some_college,suburban,private,True,True,True
U00707,53,hispanic_latino,middle,bachelors,suburban,medicare,False,False,False
U00708,41,white,middle,graduate,suburban,private,True,False,False
U00709,54,hispanic_latino,high,bachelors,urban,private,False,False,False
U00710,44,hispanic_latino,middle,high_school,urban,private,False,False,False
U00711,55,hispanic_latino,middle,bachelors,urban,uninsured,True,True,False
U00712,29,black,high,graduate,urban,private,True,True,False
U00713,44,black,low,high_school,suburban,uninsured,False,False,False
U00714,41,white,high,bachelors,urban,medicare,True,False,False
U00715,26,black,middle,less_than_hs,suburban,private,False,False,False
U00716,21,asian,middle,bachelors,urban,medicare,True,False,False
U00717,55,white,high,graduate,urban,private,True,True,True
U00718,39,white,middle,bachelors,suburban,uninsured,False,False,False
U00719,29,white,middle,some_college,suburban,medicare,True,False,False
U00720,43,asian,lower_middle,some_college,suburban,private,True,True,False
U00721,61,white,upper_middle,graduate,suburban,private,True,True,False
U00722,18,black,middle,some_college,rural,private,True,False,False
U00723,22,hispanic_latino,lower_middle,bachelors,suburban,uninsured,False,False,False
U00724,31,other,upper_middle,bachelors,urban,medicare,True,True,True
U00725,66,white,middle,some_college,urban,private,False,False,False
U00726,49,hispanic_latino,middle,bachelors,rural,private,True,True,False
U00727,56,hispanic_latino,low,high_school,suburban,medicaid,False,False,False
U00728,27,white,middle,graduate,suburban,medicare,True,False,False
U00729,28,hispanic_latino,low,high_school,suburban,private,False,False,False
U00730,51,white,low,high_school,urban,medicaid,True,False,False
U00731,45,black,middle,some_college,suburban,uninsured,True,False,False
U00732,53,white,low,high_school,suburban,medicaid,True,False,False
U00733,42,white,lower_middle,high_school,rural,medicaid,False,False,False
U00734,49,white,upper_middle,bachelors,urban,private,False,False,False
U00735,47,white,middle,some_college,suburban,private,True,True,True
U00736,56,white,high,bachelors,urban,private,True,True,False
U00737,57,black,high,graduate,rural,private,False,False,False
U00738,20,white,middle,high_school,urban,private,True,False,False
U00739,18,white,high,graduate,suburban,military_va,True,False,False
U00740,60,black,high,bachelors,urban,medicare,True,True,True
U00741,62,black,lower_middle,some_college,suburban,medicaid,False,False,False
U00742,29,white,upper_middle,bachelors,suburban,private,False,False,False
U00743,18,asian,low,some_college,suburban,private,False,False,False
U00744,46,white,upper_middle,graduate,suburban,private,True,True,False
U00745,58,hispanic_latino,middle,some_college,rural,military_va,False,False,False
U00746,71,white,low,high_school,rural,uninsured,True,True,False
U00747,52,hispanic_latino,lower_middle,some_college,suburban,medicaid,False,False,False
U00748,39,multiracial,high,bachelors,suburban,military_va,True,False,False
U00749,31,hispanic_latino,lower_middle,some_college,suburban,private,True,True,False
U00750,45,white,lower_middle,some_college,suburban,medicaid,False,False,False
U00751,40,black,lower_middle,bachelors,suburban,private,False,False,False
U00752,29,white,middle,high_school,suburban,private,True,False,False
U00753,75,black,upper_middle,bachelors,urban,military_va,False,False,False
U00754,71,hispanic_latino,upper_middle,some_college,suburban,medicaid,False,False,False
U00755,62,other,middle,some_college,urban,private,False,False,False
U00756,31,white,lower_middle,some_college,urban,private,False,False,False
U00757,57,white,low,high_school,urban,medicaid,True,False,False
U00758,54,black,middle,some_college,urban,private,True,False,False
U00759,51,white,upper_middle,graduate,suburban,private,True,True,False
U00760,63,white,upper_middle,graduate,suburban,private,True,True,False
U00761,54,white,middle,some_college,urban,private,False,False,False
U00762,56,hispanic_latino,middle,graduate,suburban,private,False,False,False
U00763,54,white,middle,some_college,rural,private,False,False,False
U00764,50,white,middle,bachelors,rural,military_va,True,False,False
U00765,18,white,middle,high_school,suburban,private,False,False,False
U00766,46,hispanic_latino,upper_middle,some_college,rural,private,False,False,False
U00767,36,black,middle,some_college,suburban,private,True,False,False
U00768,25,white,high,some_college,rural,private,True,False,False
U00769,70,white,middle,some_college,rural,private,True,False,False
U00770,70,white,low,less_than_hs,suburban,private,False,False,False
U00771,65,white,lower_middle,some_college,rural,medicaid,False,False,False
U00772,48,black,middle,high_school,suburban,medicaid,False,False,False
U00773,65,white,middle,high_school,suburban,private,True,True,False
U00774,45,asian,middle,graduate,rural,private,False,False,False
U00775,48,white,upper_middle,bachelors,suburban,military_va,True,True,True
U00776,28,black,lower_middle,bachelors,suburban,private,True,True,True
U00777,50,white,upper_middle,bachelors,suburban,private,True,True,False
U00778,45,asian,upper_middle,high_school,suburban,private,True,True,True
U00779,25,multiracial,middle,bachelors,rural,private,False,False,False
U00780,44,hispanic_latino,middle,some_college,rural,medicare,False,False,False
U00781,43,white,lower_middle,less_than_hs,suburban,medicaid,False,False,False
U00782,71,white,middle,bachelors,rural,private,True,False,False
U00783,58,hispanic_latino,upper_middle,bachelors,urban,private,False,False,False
U00784,45,hispanic_latino,high,graduate,rural,private,True,True,False
U00785,48,white,upper_middle,bachelors,urban,medicare,True,False,False
U00786,45,white,lower_middle,some_college,suburban,private,False,False,False
U00787,41,white,upper_middle,some_college,urban,private,True,False,False
U00788,28,hispanic_latino,upper_middle,graduate,suburban,private,True,False,False
U00789,42,black,middle,some_college,suburban,private,True,True,False
U00790,33,black,upper_middle,some_college,urban,private,True,False,False
U00791,26,black,low,less_than_hs,suburban,medicaid,False,False,False
U00792,52,white,low,some_college,suburban,uninsured,False,False,False
U00793,50,white,low,graduate,urban,private,False,False,False
U00794,18,white,low,bachelors,suburban,uninsured,False,False,False
U00795,43,hispanic_latino,high,graduate,urban,private,True,True,False
U00796,59,white,middle,graduate,urban,medicare,True,True,True
U00797,60,white,lower_middle,some_college,urban,private,False,False,False
U00798,60,white,middle,some_college,suburban,medicaid,True,True,False
U00799,45,white,middle,bachelors,suburban,private,True,False,False
U00800,32,black,lower_middle,less_than_hs,suburban,uninsured,False,False,False
U00801,28,white,low,less_than_hs,suburban,uninsured,False,False,False
U00802,50,white,upper_middle,bachelors,suburban,private,False,False,False
U00803,50,hispanic_latino,low,less_than_hs,suburban,uninsured,True,True,True
U00804,64,white,upper_middle,graduate,rural,private,False,False,False
U00805,61,white,lower_middle,graduate,suburban,medicare,False,False,False
U00806,43,white,upper_middle,bachelors,urban,private,False,False,False
U00807,26,hispanic_latino,upper_middle,bachelors,urban,private,True,False,False
U00808,40,white,low,high_school,suburban,uninsured,True,True,False
U00809,48,hispanic_latino,low,less_than_hs,suburban,uninsured,False,False,False
U00810,41,asian,high,bachelors,urban,private,True,True,False
U00811,36,black,middle,high_school,rural,medicare,True,False,False
U00812,48,white,upper_middle,some_college,rural,private,True,True,False
U00813,37,hispanic_latino,low,less_than_hs,urban,medicaid,False,False,False
U00814,35,white,lower_middle,less_than_hs,urban,medicaid,False,False,False
U00815,49,white,middle,high_school,urban,private,False,False,False
U00816,38,white,high,graduate,suburban,private,False,False,False
U00817,48,white,lower_middle,less_than_hs,rural,private,True,False,False
U00818,49,white,upper_middle,some_college,suburban,private,True,False,False
U00819,27,white,upper_middle,bachelors,urban,private,True,False,False
U00820,37,white,low,high_school,suburban,medicaid,False,False,False
U00821,66,white,lower_middle,some_college,urban,private,True,False,False
U00822,27,white,lower_middle,less_than_hs,suburban,private,False,False,False
U00823,18,asian,middle,bachelors,suburban,medicare,True,False,False
U00824,18,white,middle,some_college,suburban,military_va,True,False,False
U00825,45,black,middle,bachelors,suburban,private,False,False,False
U00826,45,white,lower_middle,some_college,rural,private,True,True,False
U00827,43,white,upper_middle,bachelors,urban,medicare,True,False,False
U00828,63,white,middle,some_college,suburban,private,False,False,False
U00829,18,white,middle,high_school,urban,military_va,True,False,False
U00830,50,white,middle,some_college,urban,medicare,True,True,True
U00831,68,white,lower_middle,less_than_hs,rural,private,False,False,False
U00832,28,white,upper_middle,some_college,suburban,private,True,True,False
U00833,39,white,middle,bachelors,urban,private,False,False,False
U00834,33,white,middle,high_school,suburban,medicaid,True,True,False
U00835,31,white,low,less_than_hs,suburban,private,True,False,False
U00836,40,white,upper_middle,bachelors,rural,medicaid,False,False,False
U00837,66,white,middle,some_college,suburban,medicaid,True,True,True
U00838,72,white,lower_middle,bachelors,urban,uninsured,False,False,False
U00839,39,white,high,graduate,suburban,medicare,False,False,False
U00840,73,white,upper_middle,graduate,urban,private,False,False,False
U00841,45,white,low,high_school,urban,medicaid,False,False,False
U00842,71,asian,upper_middle,some_college,suburban,medicaid,True,False,False
U00843,43,white,middle,bachelors,suburban,private,False,False,False
U00844,46,white,high,graduate,urban,private,True,True,False
U00845,50,white,lower_middle,some_college,suburban,private,False,False,False
U00846,85,multiracial,lower_middle,high_school,suburban,private,False,False,False
U00847,57,black,middle,high_school,suburban,uninsured,True,False,False
U00848,34,black,lower_middle,high_school,urban,medicare,True,True,False
U00849,59,multiracial,upper_middle,some_college,suburban,private,False,False,False
U00850,39,white,middle,high_school,urban,military_va,False,False,False
U00851,37,multiracial,lower_middle,bachelors,urban,private,True,False,False
U00852,58,white,middle,less_than_hs,urban,medicaid,False,False,False
U00853,45,black,high,graduate,suburban,private,False,False,False
U00854,49,white,upper_middle,graduate,urban,private,True,False,False
U00855,45,white,middle,some_college,urban,private,True,True,False
U00856,50,asian,lower_middle,some_college,rural,private,False,False,False
U00857,51,white,lower_middle,some_college,suburban,medicare,False,False,False
U00858,18,other,upper_middle,some_college,suburban,private,False,False,False
U00859,54,white,upper_middle,bachelors,rural,private,True,True,False
U00860,30,black,middle,bachelors,urban,private,False,False,False
U00861,23,multiracial,high,graduate,suburban,private,True,True,True
U00862,44,white,low,some_college,suburban,private,False,False,False
U00863,46,asian,upper_middle,graduate,suburban,medicare,True,False,False
U00864,34,white,lower_middle,high_school,urban,uninsured,True,True,False
U00865,57,black,low,some_college,suburban,uninsured,False,False,False
U00866,24,white,middle,bachelors,suburban,medicare,True,True,True
U00867,38,white,middle,bachelors,suburban,medicare,True,True,False
U00868,36,black,high,graduate,suburban,private,False,False,False
U00869,44,white,middle,bachelors,suburban,military_va,True,True,True
U00870,49,white,upper_middle,graduate,urban,military_va,False,False,False
U00871,29,white,upper_middle,bachelors,suburban,private,True,True,False
U00872,55,hispanic_latino,upper_middle,bachelors,urban,private,False,False,False
U00873,45,white,high,bachelors,rural,private,True,False,False
U00874,18,black,middle,bachelors,suburban,private,False,False,False
U00875,18,other,lower_middle,bachelors,suburban,medicaid,False,False,False
U00876,44,white,lower_middle,bachelors,suburban,medicaid,False,False,False
U00877,41,white,lower_middle,some_college,urban,medicaid,True,True,True
U00878,43,black,high,bachelors,suburban,private,True,False,False
U00879,44,white,middle,some_college,suburban,private,False,False,False
U00880,48,black,middle,high_school,suburban,private,True,True,True
U00881,59,black,lower_middle,high_school,suburban,medicaid,False,False,False
U00882,28,black,middle,graduate,rural,uninsured,True,True,True
U00883,27,white,upper_middle,some_college,suburban,uninsured,True,False,False
U00884,28,black,lower_middle,graduate,suburban,medicare,False,False,False
U00885,49,black,upper_middle,some_college,suburban,private,True,False,False
U00886,63,white,middle,bachelors,urban,medicaid,False,False,False
U00887,38,white,upper_middle,bachelors,urban,medicare,True,False,False
U00888,18,hispanic_latino,lower_middle,some_college,rural,medicaid,False,False,False
U00889,19,black,middle,bachelors,suburban,private,False,False,False
U00890,32,white,low,some_college,rural,private,False,False,False
U00891,36,white,middle,graduate,urban,medicaid,True,True,False
U00892,38,white,upper_middle,bachelors,urban,private,True,True,True
U00893,45,white,upper_middle,high_school,suburban,private,False,False,False
U00894,40,white,lower_middle,high_school,rural,uninsured,False,False,False
U00895,60,multiracial,upper_middle,bachelors,urban,private,False,False,False
U00896,34,white,low,high_school,urban,uninsured,False,False,False
U00897,32,hispanic_latino,middle,some_college,urban,private,False,False,False
U00898,52,white,high,bachelors,suburban,private,False,False,False
U00899,21,white,middle,some_college,suburban,military_va,True,False,False
U00900,50,white,upper_middle,graduate,suburban,military_va,True,True,True
U00901,46,white,upper_middle,bachelors,urban,military_va,True,False,False
U00902,42,hispanic_latino,upper_middle,bachelors,suburban,medicare,True,True,True
U00903,68,asian,middle,bachelors,suburban,private,True,True,True
U00904,35,hispanic_latino,upper_middle,graduate,urban,private,False,False,False
U00905,75,white,lower_middle,some_college,urban,medicare,False,False,False
U00906,41,hispanic_latino,upper_middle,graduate,suburban,military_va,True,False,False
